model,params_b,framework,n_agents,persona_version,maxmin_personas,maxmin_indices,maxmin_score,maxdet_personas,maxdet_indices,maxdet_volume,intersection_count
Qwen3-1.7B,1.7,vllm,5,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 30, 36, 37, 38)",0.09912089481672737,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(13, 28, 30, 38, 44)",0.0006270404864986029,3
Qwen3-1.7B,1.7,vllm,6,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'a futuristic forecaster who anticipates consequences and trends', 'a perfectionist who insists on accuracy and precision', 'a patient deliberator who takes time to form well-reasoned views')","(3, 7, 15, 24, 25, 39)",0.05170417632415447,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'a futuristic forecaster who anticipates consequences and trends', 'a bold risk-taker who embraces uncertainty', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 15, 24, 31, 39, 41)",4.193080604222081e-06,4
Qwen3-1.7B,1.7,vllm,6,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(13, 28, 30, 37, 38, 44)",0.09587118404738626,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(13, 28, 30, 37, 38, 44)",7.179972270498754e-05,6
Qwen3-1.7B,1.7,vllm,7,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'a futuristic forecaster who anticipates consequences and trends', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 7, 15, 24, 33, 39, 42)",0.04895409953275853,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'a futuristic forecaster who anticipates consequences and trends', 'a bold risk-taker who embraces uncertainty', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 7, 15, 24, 31, 39, 41)",2.2878952431743345e-07,5
Qwen3-1.7B,1.7,vllm,7,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a hyper-capitalist financier who evaluates every move solely on ROI (Return on Investment) and marginal profit', 'a pre-lingual infant whose understanding is limited to basic sensations, needs, and spatial presence', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(13, 16, 25, 36, 37, 38, 44)",0.08495542483096541,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(10, 13, 28, 30, 37, 38, 44)",7.258160958012927e-06,4
SmallThinker-3B-Preview,3.0,vllm,2,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings')","(3, 10)",0.13334611849776667,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings')","(3, 10)",0.24891104967711294,2
Llama-3.2-3B-Instruct,3.0,vllm,2,v1,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim')","(22, 28)",0.2249457560397622,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim')","(22, 28)",0.39929091891922375,2
SmallThinker-3B-Preview,3.0,vllm,2,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 30)",0.250492087007986,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 30)",0.43823788836235583,2
Llama-3.2-3B-Instruct,3.0,vllm,2,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth')","(13, 32)",0.4244437798519439,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth')","(13, 32)",0.6687350374488822,2
SmallThinker-3B-Preview,3.0,vllm,3,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory')","(3, 10, 33)",0.11531305008897741,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory')","(3, 10, 33)",0.04157207351658333,3
Llama-3.2-3B-Instruct,3.0,vllm,3,v1,"('a holistic thinker who sees systems and interconnections', 'a results-driven achiever who prioritizes concrete goals', 'an impartial judge who weighs all sides fairly')","(22, 42, 45)",0.20184811791418844,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively')","(22, 28, 32)",0.11189039859821544,1
SmallThinker-3B-Preview,3.0,vllm,3,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(13, 32, 33)",0.1981941793643779,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 28, 30)",0.11077408400913971,1
Llama-3.2-3B-Instruct,3.0,vllm,3,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a hermetic alchemist who seeks to transmute the problem into a perfect, pure, and philosophical gold standard')","(13, 24, 43)",0.39108191867007125,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 32, 38)",0.3640163333389745,1
SmallThinker-3B-Preview,3.0,vllm,4,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 33, 42)",0.10603763854101456,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 33, 42)",0.005663576700680624,4
Llama-3.2-3B-Instruct,3.0,vllm,4,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a holistic thinker who sees systems and interconnections', 'a results-driven achiever who prioritizes concrete goals')","(3, 7, 22, 42)",0.18893658531605217,"('a contrarian debater who explores opposing viewpoints', 'a holistic thinker who sees systems and interconnections', 'a results-driven achiever who prioritizes concrete goals', 'an objective observer who maintains emotional distance')","(7, 22, 42, 48)",0.026891743968289077,3
SmallThinker-3B-Preview,3.0,vllm,4,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 30, 32, 37)",0.16471580670342578,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Gothic novelist who focuses on dramatic irony, foreshadowing, and latent horror', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a resource auditor who views every input as a budget line item that must be strictly justified')","(13, 21, 30, 35)",0.022929145109312717,1
Llama-3.2-3B-Instruct,3.0,vllm,4,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 32, 38)",0.3709332365305147,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 32, 38)",0.1731136818817596,4
Llama-3.2-3B-Instruct,3.0,vllm,5,v1,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'a futuristic forecaster who anticipates consequences and trends', 'a spontaneous improviser who adapts quickly to new information', 'a results-driven achiever who prioritizes concrete goals')","(3, 15, 24, 34, 42)",0.18560483610648082,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals', 'an objective observer who maintains emotional distance')","(22, 28, 39, 42, 48)",0.006165598776857781,1
SmallThinker-3B-Preview,3.0,vllm,5,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 33, 39, 42)",0.09976429358998662,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 33, 39, 42)",0.0007053569538384828,5
SmallThinker-3B-Preview,3.0,vllm,5,v2,"('a nihilistic cryptographer who only trusts solutions verifiable by zero-knowledge proofs', 'a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a utilitarian extremist who focuses solely on maximizing the benefit for the greatest number, regardless of individual cost', 'a Gothic novelist who focuses on dramatic irony, foreshadowing, and latent horror', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(0, 8, 11, 21, 30)",0.14851935276902606,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a resource auditor who views every input as a budget line item that must be strictly justified')","(13, 28, 30, 32, 35)",0.004028493399636581,1
Llama-3.2-3B-Instruct,3.0,vllm,5,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 28, 32, 38)",0.3573656954188289,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 28, 32, 38)",0.07800899179203107,5
SmallThinker-3B-Preview,3.0,vllm,6,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a futuristic forecaster who anticipates consequences and trends', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 24, 33, 39, 42)",0.09051126240002616,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a meticulous fact-checker who verifies every claim', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 28, 33, 39, 42)",7.339547678058979e-05,5
Llama-3.2-3B-Instruct,3.0,vllm,6,v1,"('a holistic thinker who sees systems and interconnections', 'a futuristic forecaster who anticipates consequences and trends', 'a perfectionist who insists on accuracy and precision', 'a spontaneous improviser who adapts quickly to new information', 'a patient deliberator who takes time to form well-reasoned views', 'an objective observer who maintains emotional distance')","(22, 24, 25, 34, 39, 48)",0.18350026673048692,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim', 'a spontaneous improviser who adapts quickly to new information', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals', 'an objective observer who maintains emotional distance')","(22, 28, 34, 39, 42, 48)",0.0013547538904733843,4
SmallThinker-3B-Preview,3.0,vllm,6,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a utilitarian extremist who focuses solely on maximizing the benefit for the greatest number, regardless of individual cost', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(8, 11, 20, 30, 36, 38)",0.14077024566308283,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(13, 28, 30, 32, 35, 37)",0.0007004174589525265,1
Llama-3.2-3B-Instruct,3.0,vllm,6,v2,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a 1950s Madison Avenue ad man who views the solution as a campaign to be emotionally sold and packaged', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth')","(10, 13, 28, 29, 30, 32)",0.3442306210220819,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 28, 30, 32, 38)",0.032650725127658355,4
Llama-3.2-3B-Instruct,3.0,vllm,7,v1,"('a holistic thinker who sees systems and interconnections', 'a futuristic forecaster who anticipates consequences and trends', 'a meticulous fact-checker who verifies every claim', 'a spontaneous improviser who adapts quickly to new information', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals', 'an objective observer who maintains emotional distance')","(22, 24, 28, 34, 39, 42, 48)",0.18117063786466048,"('a holistic thinker who sees systems and interconnections', 'a futuristic forecaster who anticipates consequences and trends', 'a meticulous fact-checker who verifies every claim', 'a spontaneous improviser who adapts quickly to new information', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals', 'an objective observer who maintains emotional distance')","(22, 24, 28, 34, 39, 42, 48)",0.00028942963766170264,7
SmallThinker-3B-Preview,3.0,vllm,7,v1,"('a logical reasoner who prioritizes evidence and structure', 'a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a visionary leader who focuses on long-term implications', 'an adventurous experimenter eager to explore new territory', 'a spontaneous improviser who adapts quickly to new information', 'an impartial judge who weighs all sides fairly')","(2, 3, 10, 21, 33, 34, 45)",0.0835210474084711,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'an empathetic listener who understands diverse perspectives', 'a meticulous fact-checker who verifies every claim', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a results-driven achiever who prioritizes concrete goals')","(3, 10, 17, 28, 33, 39, 42)",7.347438718330705e-06,3
Llama-3.2-3B-Instruct,3.0,vllm,7,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Gothic novelist who focuses on dramatic irony, foreshadowing, and latent horror', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a 1950s Madison Avenue ad man who views the solution as a campaign to be emotionally sold and packaged', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a hermetic alchemist who seeks to transmute the problem into a perfect, pure, and philosophical gold standard')","(8, 10, 21, 28, 29, 30, 43)",0.33475981067571603,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(10, 13, 24, 28, 30, 32, 38)",0.012982797106058338,3
SmallThinker-3B-Preview,3.0,vllm,7,v2,"('a hard-science fiction xenolinguist obsessed with logical consistency and species-specific syntax', 'a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a utilitarian extremist who focuses solely on maximizing the benefit for the greatest number, regardless of individual cost', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(3, 8, 11, 28, 30, 35, 38)",0.13551978570633805,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 13, 28, 30, 32, 35, 37)",0.00011728436330443353,4
Qwen3-4B-Instruct-2507,4.0,vllm,2,v1,"('an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(33, 39)",0.06176847049997347,"('an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(33, 39)",0.11972159705204122,2
Qwen3-4B-Instruct-2507,4.0,vllm,2,v2,"('an early 20th-century urban planner focused on maximizing geometric efficiency and transit flow', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements')","(9, 28)",0.16516496602857056,"('an early 20th-century urban planner focused on maximizing geometric efficiency and transit flow', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements')","(9, 28)",0.3030504660539213,2
Qwen3-4B-Instruct-2507,4.0,vllm,3,v1,"('a logical reasoner who prioritizes evidence and structure', 'a compassionate mediator who considers emotional and human impacts', 'an adventurous experimenter eager to explore new territory')","(2, 15, 33)",0.055625578554322264,"('a logical reasoner who prioritizes evidence and structure', 'a compassionate mediator who considers emotional and human impacts', 'an adventurous experimenter eager to explore new territory')","(2, 15, 33)",0.009580848290649618,3
Qwen3-4B-Instruct-2507,4.0,vllm,3,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 28, 37)",0.13579549993396434,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 28, 30)",0.057623896484732776,1
Qwen3-4B-Instruct-2507,4.0,vllm,4,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'a meticulous fact-checker who verifies every claim', 'a bold risk-taker who embraces uncertainty')","(10, 15, 28, 31)",0.04768933175172396,"('a logical reasoner who prioritizes evidence and structure', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(2, 15, 32, 33)",0.000555568210580709,1
Qwen3-4B-Instruct-2507,4.0,vllm,4,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 28, 30, 37)",0.12374685452095147,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 28, 30, 37)",0.009853908056515375,4
Qwen3-4B-Instruct-2507,4.0,vllm,5,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'a meticulous fact-checker who verifies every claim', 'a bold risk-taker who embraces uncertainty', 'a patient deliberator who takes time to form well-reasoned views')","(10, 15, 28, 31, 39)",0.04508824250032162,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(3, 10, 15, 32, 33)",3.2439019650002565e-05,2
Qwen3-4B-Instruct-2507,4.0,vllm,5,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 28, 30, 32, 37)",0.11734485735472688,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 28, 30, 32, 37)",0.0013218834028326633,5
Qwen3-4B-Instruct-2507,4.0,vllm,6,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(10, 15, 28, 32, 33, 39)",0.04429523675716818,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(10, 15, 28, 32, 33, 39)",1.7660355124656091e-06,6
Qwen3-4B-Instruct-2507,4.0,vllm,6,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 30, 36, 37, 38)",0.10947938329859219,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay')","(8, 13, 28, 30, 32, 37)",0.00016757815991710965,4
Qwen3-4B-Instruct-2507,4.0,vllm,7,v1,"('a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(7, 10, 15, 32, 33, 39, 41)",0.04416124445990055,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 10, 15, 32, 33, 39, 41)",8.897592614757552e-08,6
